vineyard_id,name,appelation,country,region
16066,Krug,Clos du Mesnil Brut Blanc de Blancs,France,Champagne
16067,Salon,Le Mesnil Blanc de Blancs Brut,France,Champagne
16068,Taittinger,Millésimé Brut,France,Champagne
16069,Tenuta Cavalier Pepe,Bianco di Bellona,Italy,Irpinia
16070,Trapiche,Extravaganza,Argentina,Mendoza
16071,Marqués de Riscal,Reserva,Spain,Rioja
16072,Original House Wine,Steak House,US,Columbia Valley (WA)
16073,Orion Wines,È 100 Per Cento Unoaked,Italy,Terre Siciliane
16074,Paradise Peak,Sweet,US,Washington
16075,Pindar Vineyards,Estate Bottled,US,North Fork of Long I
16076,Ravoire et Fils,Le Pont,France,Bandol
16077,Cave de Ribeauvillé,Andante,France,Alsace
16078,Trivento,Cabernet-Malbec Reserve,Argentina,Mendoza
16079,Destro,Nausìca,Italy,Terre Siciliane
16080,Fabien Collonge,L'Aurore des Côtes,France,Chiroubles
16081,Gifford Hirlinger,Estate,US,Walla Walla Valley (
16082,Wattle Creek,Vintage Select,US,Alexander Valley
16083,Cave de Tain,Les Hauts du Fief,France,Crozes-Hermitage
16084,Brezza,Vigna Santa Rosalia,Italy,Nebbiolo d'Alba
16085,Chateau Ste. Michelle,Ethos Reserve,US,Columbia Valley (WA)
16086,Hightower,Red Mountain Reserve,US,Red Mountain
16087,J. Bookwalter,Protagonist,US,Columbia Valley (WA)
16088,Laurent Gauthier,Grand Cras Vieilles Vignes,France,Morgon
16089,Milbrandt,Traditions Evergreen Vineyard,US,Columbia Valley (WA)
16090,Naggiar,Estate Grown,US,Sierra Foothills
16091,Pierre Henri Morel,Signargues,France,Côtes du Rhône Villa
16092,Alta Alella,Bruel,Spain,Cava
16093,Anthony Nappa,Reminisce,US,North Fork of Long I
16094,Anthony Nappa,Sciardonné,US,North Fork of Long I
16095,Cave du Marmandais,Richard 1er,France,Côtes du Marmandais
16096,Château d'Or et de Gueules,Trassegum,France,Costières de Nîmes
16097,Château d'Or et de Gueules,Qu'es aQuo,France,Costières de Nîmes
16098,Ridge,Bento Dusi Ranch,US,Paso Robles
16099,Stag's Leap Wine Cellars,Karia,US,Napa Valley
16100,Stevens,424 Red Blend,US,Yakima Valley
16101,Frank Family,Winston Hill,US,Rutherford
16102,Gini,La Froscà,Italy,Soave Classico
16103,Ottella,Le Creete,Italy,Lugana
16104,Renwood,Grandmere,US,Amador County
16105,Saintsbury,Sangiacomo Green Acres Heritage Blo,US,Carneros
16106,Turnbull,Black Label,US,Oakville
16107,Umani Ronchi,Casal di Serra Vecchie Vigne,Italy,Verdicchio dei Caste
16108,Westwood,Annadel Gap Vineyard Estate,US,Sonoma Valley
16109,Señorío de Sotillo,Reserva,Spain,Ribera del Duero
16110,Aurelio Settimo,Rocche dell'Annunziata,Italy,Barolo
16111,Vigne Marina Coppi,I Grop,Italy,Colli Tortonesi
16112,Woodward Canyon,Charbonneau,US,Columbia Valley
16113,ZD,Reserve,US,Carneros
16114,Joyce,River Road,US,Santa Lucia Highland
16115,Ancient Peaks,Oyster Ridge,US,Paso Robles
16116,Bacio Divino,The Twentieth Kiss,US,Napa Valley
16117,Bernard Magrez,L'Excellence des Muraires,France,Côtes de Provence
16118,Carlisle,Old Vines,US,Russian River Valley
16119,Château les Valentines,Les Valentines,France,Côtes de Provence
16120,Dilecta,Bien Nacido Vineyard,US,Santa Barbara County
16121,Domaines Bunan,Château la Rouvière,France,Bandol
16122,Dutton-Goldfield,Dutton Ranch Morelli Lane Vineyard,US,Russian River Valley
16123,Fess Parker,Parker West,US,Sta. Rita Hills
16124,Fuentes,Finca El Puig,Spain,Priorat
16125,Graffigna,Santiago Limited Release,Argentina,San Juan
16126,Gramercy,Lower East,US,Columbia Valley (WA)
16127,Rocca delle Macìe,Famiglia Zingarelli Riserva,Italy,Chianti Classico
16128,Sea Monster,Los Alamos Vineyard,US,Santa Barbara County
16129,Joseph Phelps,Estate Grown,US,Napa Valley
16130,Keenan,Mailbox Vineyard Reserve,US,Spring Mountain Dist
16131,La Sirena,Moscato Azul Dry,US,Calistoga
16132,Underground Wine Project,Devil's Playground,US,Horse Heaven Hills
16133,Terrabianca,Croce Riserva,Italy,Chianti Classico
16134,Teso La Monja,Almirez,Spain,Toro
16135,Tolaini,Gran Selezione,Italy,Chianti Classico
16136,Tranche,Slice of Pape,US,Columbia Valley (WA)
16137,Masút,Haiku Vineyard,US,Mendocino County
16138,Paix Sur Terre,Comes a Time Alta Colina Vineyard,US,Adelaida District
16139,Amador Foothill Winery,Clockspring Vineyard,US,Shenandoah Valley (C
16140,Archival,Farina Vineyard,US,Sonoma Mountain
16141,Cavatappi,San Pietro Tuscan Style,US,Columbia Valley (WA)
16142,Dusted Valley,V.R. Special,US,Columbia Valley (WA)
16143,Januik,Weinbau Vineyard,US,Wahluke Slope
16144,García Figuero,Noble,Spain,Ribera del Duero
16145,Gary Farrell,Rochioli-Allen Vineyard,US,Russian River Valley
16146,Arrocal,Ángel,Spain,Ribera del Duero
16147,Davies,Red Cap Vineyard,US,Howell Mountain
16148,J. Lohr,Carol's Vineyard,US,St. Helena
16149,Kilikanoon,Mort's Block,Australia,Clare Valley
16150,Leeuwin Estate,Art Series,Australia,Margaret River
16151,MacMurray Estate Vineyards,Winemaker's Block,US,Russian River Valley
16152,Marqués de la Concordia,Hacienda Zorita Natural Reserve,Spain,Vino de la Tierra de
16153,Fontanabianca,Bordini,Italy,Barbaresco
16154,Yalumba,The Cigar Menzies Vineyard,Australia,Coonawarra
16155,ZaHa,Toko Vineyard El Corte,Argentina,Mendoza
16156,de Lancellotti,Lachini Vineyard,US,Chehalem Mountains
16157,de Lancellotti,Onelia,US,Willamette Valley
16158,Elderton,Golden,Australia,Barossa Valley
16159,Jean-Michel Dupré,Le Griottier,France,Morgon
16160,King Estate,Blanc de Noirs Méthode Champenoise,US,Oregon
16161,Lange,Freedom Hill Vineyard,US,Willamette Valley
16162,Lange,Reserve,US,Willamette Valley
16163,Lexington,Apex Gist Ranch Estate,US,Santa Cruz Mountains
16164,Ponzi,Classico,US,Willamette Valley
16165,Portalupi,Russell Family Vineyard,US,Paso Robles
16166,Robert Biale,Black Chicken,US,Napa Valley
16167,Mitolo,Jester,Australia,McLaren Vale
16168,Nickel & Nickel,Dragonfly Vineyard,US,St. Helena
16169,Domaine de Suremain,Les Crêts Premier Cru,France,Mercurey
16170,Doña Paula,El Alto Parcel,Argentina,Luján de Cuyo
16171,Doña Paula,Alluvia Parcel,Argentina,Tupungato
16172,Doña Paula,Selección de Bodega,Argentina,Mendoza
16173,Epiphany,Hampton Vineyard,US,Santa Barbara County
16174,Fontanafredda,Serralunga d'Alba,Italy,Barolo
16175,Mommessin,Deux Terroirs Grande Exception,France,Pouilly-Fuissé
16176,Musso,Rio Sordo,Italy,Barbaresco
16177,Nieto Senetiner,Terroir Blend Estate Bottled,Argentina,Mendoza
16178,Paitin,Sorì Paitin,Italy,Barbaresco
16179,Paolo Scavino,Bricco Ambrogio,Italy,Barolo
16180,Pierre Merguey,Vielles Vignes,France,Pouilly-Fuissé
16181,Quady North,Mae's Vineyard Flagship,US,Applegate Valley
16182,Jasper Hill,Georgia's Paddock,Australia,Heathcote
16183,Kitá,Hilliard Bruce Vineyard,US,Sta. Rita Hills
16184,La Spinona,Bricco Faset,Italy,Barbaresco
16185,Lundeen,Brut Blanc de Noirs,US,Willamette Valley
16186,Viña Cobos,Bramare Rebon Vineyard,Argentina,Valle de Uco
16187,Winderlea,Legacy,US,Dundee Hills
16188,Caligiore,Reserve,Argentina,Mendoza
16189,Skylite,Skylite Vineyard,US,Walla Walla Valley (
16190,Marqués de Cáceres,Satinela Medium-Sweet,Spain,Rioja
16191,Martín Berdugo,Barrica,Spain,Ribera del Duero
16192,Dios Ares,Crianza,Spain,Rioja
16193,Finca El Portillo,Estate Bottled,Argentina,Uco Valley
16194,Trapiche,Oak Cask,Argentina,Mendoza
16195,Trivento,Select,Argentina,Mendoza
16196,De Bortoli,Deen de Bortoli Vat 8,Australia,South Eastern Austra
16197,Cave de Beblenheim,Baron de Hoen,France,Alsace
16198,Columbia Crest,Grand Estates,US,Columbia Valley (WA)
16199,Domaine Barmès-Buecher,Herrenweg,France,Alsace
16200,Martinez & Martinez,César,US,Horse Heaven Hills
16201,Trapiche,Oak Cask,Argentina,Mendoza
16202,Vignerons Réunis de Kientzheim,The Furst,France,Alsace
16203,Idilicum,Brut,Spain,Cava
16204,Cave B,Estate,US,Columbia Valley (WA)
16205,Georges Duboeuf,Château du Prieuré,France,Brouilly
16206,Barons Edmund Benjamin de Rothschild,Kosher,France,Haut-Médoc
16207,Boedecker Cellars,Momtazi Vineyard,US,Willamette Valley
16208,Chaddsford,Miller Estate Vineyard,US,Pennsylvania
16209,Troon,Steelhead Run Vineyard,US,Applegate Valley
16210,Pedro Escudero,Fuente Elvira - Fermentado en Barri,Spain,Rueda
16211,Bodegas Faustino,Faustino V Rosado,Spain,Rioja
16212,Bodegas Concavins,Proyecto Cu4tro Blanco,Spain,Catalunya
16213,Lantieri de Paratico,Rosé,Italy,Franciacorta
16214,Loken Cellars,Penn Valley Vineyards,US,Sierra Foothills
16215,Michael David,Freakshow,US,Lodi
16216,Bernard Magrez,Passion Légère,France,Côtes de Provence
16217,Vignerons de Bel Air,Grande QV,France,Coteaux Bourguignons
16218,Château Carignan,L'Orangerie de Carignan,France,Cadillac Côtes de Bo
16219,Château Carignan,L'Orangerie de Carignan,France,Bordeaux Blanc
16220,Château Siaurac,Plaisir de Siaurac,France,Lalande de Pomerol
16221,Cheval Quancard,Chai de Bordes,France,Bordeaux
16222,Cheval Quancard,Fleur de Roc,France,Saint-Émilion
16223,Cardwell Hill,Pommard Block,US,Willamette Valley
16224,Cave de Ribeauvillé,Giersberger Rosé,France,Crémant d'Alsace
16225,Hubert Meyer,Rosé,France,Crémant d'Alsace
16226,Jean-Baptiste Adam,Les Natures,France,Crémant d'Alsace
16227,La Farra,Brut,Italy,Valdobbiadene Prosec
16228,A.R. Lenoble ,Dosage Zéro Brut Nature,France,Champagne
16229,Masottina,Extra Dry,Italy,Conegliano Valdobbia
16230,Monterebro,Crianza,Spain,Jumilla
16231,Naughty Boy,Floyd and Eddie Dry,US,Mendocino
16232,Perlage,Riva Moretta,Italy,Valdobbiadene Prosec
16233,Talbott,Sleepy Hollow Vineyard,US,Santa Lucia Highland
16234,Bertrand-Delespierre,Millésimé Premier Cru Brut,France,Champagne
16235,Canella,Extra Dry,Italy,Valdobbiadene Prosec
16236,La Farra,Rive di Farro di Soligo Extra Dry,Italy,Valdobbiadene Prosec
16237,Lachini,Al di Là,US,Willamette Valley
16238,Leah Jørgensen Cellars,Loiregon,US,Southern Oregon
16239,Matias Riccitelli,Hey Malbec,Argentina,Mendoza
16240,Naggiar,Estate,US,Sierra Foothills
16241,Ruinart,Brut Rosé,France,Champagne
16242,Andeluna,Altitud,Argentina,Tupungato
16243,Angosto,Almendros,Spain,Valencia
16244,Barbieri,Colson Canyon Vineyard,US,Santa Barbara County
16245,Bruno Giacosa,Extra Brut Metodo Classico,Italy,Vino Spumante
16246,Dominio de Eguren,Protocolo Blanco,Spain,Vino de la Tierra de
16247,Hosmer,Limited Release,US,Cayuga Lake
16248,Lamoreaux Landing,76 West,US,Finger Lakes
16249,Leoness,Fitzpatrick Vineyard,US,Temecula Valley
16250,Ollivier Frères,Domaine de la Grenaudière Sur Lie,France,Muscadet Sèvre et Ma
16251,Ollivier Frères,Domaine de l'Olivier Sur Lie,France,Muscadet Sèvre et Ma
16252,Paris-Simoneau,Brut Rosé,France,Touraine
16253,Phebus,Gran Reserva,Argentina,Mendoza
16254,Ruca Malen,Brut,Argentina,Argentina
16255,Samuel Robert,Willamette Valley Cuveé (sic),US,Willamette Valley
16256,Samuel Robert,Perrydale Hills Vineyard Off-Dry,US,Willamette Valley
16257,Schultz,Steelhead Run Vineyard Blessed,US,Rogue Valley
16258,The Williamsburg Winery,Four Barrel Cuvée,US,Virginia
16259,Twill,Steelhead Run Vineyard,US,Applegate Valley
16260,Vinilo,Ruido Blanco,Argentina,Uco Valley
16261,Auguste Bonhomme,La Forcine,France,Vin de France
16262,B.R. Cohn,Sangiacomo Vineyard,US,Carneros
16263,Buehler,Papa's Knoll Estate,US,Napa Valley
16264,Rotari,Brut Metodo Classico,Italy,Trento
16265,Taittinger,Prestige Rosé Brut,France,Champagne
16266,Barone Pizzini,Satén Metodo Classico,Italy,Franciacorta
16267,Bodegas Ontañón,Crianza,Spain,Rioja
16268,Charles-Gilbert de Vindé,Brut Réserve,France,Champagne
16269,Charles Sparr,Brut Rosé,France,Alsace
16270,Château Haut-Pezat,Prélude du Château Haut-Pezat,France,Saint-Émilion
16271,Château Lacaussade Saint-Martin,Trois Moulins,France,Blaye Côtes de Borde
16272,Château Lacaussade Saint-Martin,Trois Moulins,France,Blaye Côtes de Borde
16273,City Winery Chicago,Obsidian Ridge Vineyard Reserve,US,Red Hills Lake Count
16274,Clément Klur,Cuvée Manekineko Brut,France,Crémant d'Alsace
16275,Contadi Castaldi,Soul Satén,Italy,Franciacorta
16276,Duménil,Les Pêcherines Vieilles Vignes Prem,France,Champagne
16277,Dutton Estate,Jewell Block Vineyard Dutton Ranch,US,Russian River Valley
16278,Finca La Estacada,12 Meses Barrica Viñedos Propios Cr,Spain,Uclés
16279,Fogline Vineyards,Floodgate Vineyard,US,Russian River Valley
16280,Tiziano Mazzoni,Il Ricetto,Italy,Colline Novaresi
16281,Viñedos y Bodegas Pablo,Menguante,Spain,Cariñena
16282,Beckon,Bien Nacido Vineyard,US,Santa Maria Valley
16283,Reynvaan Family Vineyards,Foothills Reserve,US,Walla Walla Valley (
16284,Vietti,Ravera,Italy,Barolo
16285,Laurel Glen,Estate,US,Sonoma Mountain
16286,Peter Paul Wines,Giuliani Vineyard,US,Napa Valley
16287,Gary Farrell,Rochioli-Allen Vineyards,US,Russian River Valley
16288,Giacosa Fratelli,Scarrone Vigna Mandorlo,Italy,Barolo
16289,Goldeneye,Ten Degrees,US,Anderson Valley
16290,Cinnabar,Tondre Grapefield,US,Santa Lucia Highland
16291,Ramey,Westside Farms Estate,US,Russian River Valley
16292,Stonestreet,Estate Vineyards,US,Alexander Valley
16293,Guarachi Family,Gap's Crown Vineyard,US,Sonoma Coast
16294,Kevin White,La Fraternite,US,Yakima Valley
16295,Renato Ratti,Conca,Italy,Barolo
16296,Vignobles K,Badine de la Patache,France,Pomerol
16297,Bel Colle,Simposio,Italy,Barolo
16298,Betwixt,Helluva vineyard,US,Anderson Valley
16299,Calera,Jensen Vineyard,US,Mt. Harlan
16300,Cattleya,Pratt Vineyard,US,Russian River Valley
16301,Cordero di Montezemolo,Gattera,Italy,Barolo
16302,Damilano,Lecinquevigne,Italy,Barolo
16303,Domaine Jean-Michel Gerin,La Landonne,France,Côte Rôtie
16304,Costantino,DeAetna Bianco,Italy,Etna
16305,Domaine Rieflé-Landmann,Seppi Landmann,France,Alsace
16306,Dubost,Caleri Vineyard,US,San Benito County
16307,Duca di Salaparuta,Làvico,Italy,Sicilia
16308,Edmeades,Piffero Vineyard,US,Redwood Valley
16309,Emile Beyer,L'Hostellerie,France,Alsace
16310,Emile Beyer,Lieu dit Hohrain,France,Alsace
16311,Folin Cellars,Misceo,US,Rogue Valley
16312,Girolamo Russo,Nerina Bianco,Italy,Etna
16313,Grgich Hills,Estate Grown,US,Napa Valley
16314,Fabbioli Cellars,Tre Sorélle,US,Virginia
16315,Comartin,Camp Four Vineyard,US,Santa Ynez Valley
16316,Cottanera,Fatagione,Italy,Sicilia
16317,Edmeades,Gianoli Vineyard,US,Mendocino Ridge
16318,Al-Cantàra,U Toccu,Italy,Sicilia
16319,Baglio del Cristo di Campobello,Laudàri,Italy,Sicilia
16320,Ceuso,Scurati,Italy,Terre Siciliane
16321,Hill Family Estate,Red Door,US,Napa Valley
16322,I Custodi,Ante Bianco,Italy,Etna
16323,Antinori,Pian delle Vigne,Italy,Brunello di Montalci
16324,Ruffino,Greppone Mazzi,Italy,Brunello di Montalci
16325,Kilikanoon,Covenant,Australia,Clare Valley
16326,Louis Bernard,Domaine La Crau des Papes,France,Châteauneuf-du-Pape
16327,Rocland Estate,Lot 147 Single Vineyard,Australia,Barossa Valley
16328,Clarendon Hills,Sandown,Australia,Clarendon
16329,Domaine de Nalys,Le Châtaignier,France,Châteauneuf-du-Pape
16330,Ruca Malen,Kinien,Argentina,Mendoza
16331,Wild Duck Creek Estate,Yellow Hammer Hill,Australia,Heathcote
16332,Melrose,Estate Grown,US,Umpqua Valley
16333,Cellers Unió,Mil Cepas Gran Reserva,Spain,Terra Alta
16334,Desert Wind,Ruah,US,Wahluke Slope
16335,Domaine Jean Bousquet,Grande Reserve,Argentina,Tupungato
16336,Château Lecusse,Grappes d'Or,France,Gaillac
16337,Vignerons de Buzet,Baron d'Ardeuil Vieilles Vignes,France,Buzet
16338,Producteurs Plaimont,Château de Sabazan,France,Saint-Mont
16339,Ramón Bilbao,Crianza,Spain,Rioja
16340,Taltarni,Taché,Australia,South Eastern Austra
16341,Castillo de Monjardin,Crianza,Spain,Navarra
16342,De Stefani,Kreda,Italy,Veneto
16343,Domaine Bousquet,Cameleon Made With Organically Grow,Argentina,Tupungato
16344,Renwood,BBQ,US,California
16345,Seven Falls,GPS Jones Vineyard,US,Wahluke Slope
16346,Sheldrake Point,Estate Bottled,US,Finger Lakes
16347,Tapiz,T,Argentina,Mendoza
16348,Thomas George,Cresta Ridge Vineyard Estate,US,Russian River Valley
16349,Three Brothers,1 Degree of Riesling Medium Dry,US,Finger Lakes
16350,Kokomo,Timber Crest Vineyard Estate Grown,US,Dry Creek Valley
16351,Parmeson,Alegria Vineyard,US,Russian River Valley
16352,Estancia,Reserve,US,Monterey County
16353,Gregory Graham,Wedge Block,US,Lake County
16354,Novelty Hill,Stillwater Creek Vineyard,US,Columbia Valley (WA)
16355,Pey-Marin,The Shell Mound,US,Marin County
16356,Pursued by Bear,Baby Bear,US,Columbia Valley (WA)
16357,Stevens,Stevens Franc,US,Yakima Valley
16358,Stevens,Stevens424,US,Yakima Valley
16359,Tamarack Cellars,Sagemoor Vineyards Reserve,US,Columbia Valley (WA)
16360,Tranche,Slice of Pape Blanc,US,Columbia Valley (WA)
16361,Vincent Couche,Chloé Extra Brut,France,Champagne
16362,Woodward Canyon,Estate,US,Walla Walla Valley (
16363,Underground Wine Project,Devil's Playground,US,Horse Heaven Hills
16364,Paix Sur Terre,Comes a Time Alta Colina Vineyard,US,Adelaida District
16365,Red Stitch,Soberanes Vineyard,US,Santa Lucia Highland
16366,Reininger,Reserve,US,Walla Walla Valley (
16367,Reininger,Seven Hills Vineyard,US,Walla Walla Valley (
16368,Rocca delle Macìe,Famiglia Zingarelli Riserva,Italy,Chianti Classico
16369,Sea Monster,Los Alamos Vineyard,US,Santa Barbara County
16370,Terrabianca,Croce Riserva,Italy,Chianti Classico
16371,Teso La Monja,Almirez,Spain,Toro
16372,Tolaini,Gran Selezione,Italy,Chianti Classico
16373,Tranche,Slice of Pape,US,Columbia Valley (WA)
16374,Feudi del Pisciotto,Carolina Marengo,Italy,Terre Siciliane
16375,Johnson Estate,Ice Wine of,US,Lake Erie
16376,VIgnobles Roux,Château les Tuilleries,France,Bordeaux
16377,Seven Falls,GPS Jones Vineyard,US,Wahluke Slope
16378,Cornerstone,Rocks!,US,California
16379,Anthony Road,Skin Ferment,US,Finger Lakes
16380,Baglio Curatolo Arini 1875,Paccamora,Italy,Terre Siciliane
16381,Cantine Ermes,Marchese Montefusco,Italy,Terre Siciliane
16382,Château Vrai Caillou,La Fleur de Ribeyrolles,France,Bordeaux Supérieur
16383,Château Vrai Caillou,La Fleur Ribeyrolles,France,Entre-Deux-Mers
16384,Closerie du Bailli,Tradition,France,Côtes de Bourg
16385,Monterebro,Selección,Spain,Jumilla
16386,Tapiz,Alta Collection,Argentina,Mendoza
16387,Lemelson,Dry,US,Willamette Valley
16388,Milziade Antano,Riserva,Italy,Montefalco Rosso
16389,Bodega Classica,Hacienda Lopez de Haro Reserva,Spain,Rioja
16390,Guardian,The Wanted,US,Columbia Valley (WA)
16391,Las Positas,Buttner Vineyard,US,Livermore Valley
16392,Lieubeau,La Fruitière Vignes Blanches,France,Val de Loire
16393,Marqués de la Concordia,Lagunilla Reserva,Spain,Rioja
16394,Mazzocco,Maria,US,Dry Creek Valley
16395,Nefarious,Estate Rocky Mother,US,Columbia Valley (WA)
16396,Nefarious,Stone's Throw Estate Grown,US,Columbia Valley (WA)
16397,Nefarious,Estate Grown Defiance Vineyard,US,Lake Chelan
16398,Onesta,Clay Station Vineyard,US,Lodi
16399,Passopisciaro,Passorosso,Italy,Terre Siciliane
16400,Qupé,A Modern,US,Central Coast
16401,Renato Ratti,Marcenasco,Italy,Barolo
16402,Almquist,Vintner's Select Boushey Vineyard,US,Yakima Valley
16403,Barale Fratelli,Cannubi,Italy,Barolo
16404,Bedell,Taste,US,North Fork of Long I
16405,Browne Family Vineyards,Rosé,US,Columbia Valley (WA)
16406,Bunnell,Discovery Vineyard,US,Horse Heaven Hills
16407,Bunnell,BDX Painted Hills Vineyard,US,Columbia Valley (WA)
16408,Canoe Ridge,The Expedition Canoe Ridge Vineyard,US,Columbia Valley (WA)
16409,Rosa d'Oro,Trigrammaton,US,Yolo County
16410,Six Sigma Ranch,Asbill Valley,US,Lake County
16411,Starfield,The Starbeam,US,Napa Valley
16412,Toulouse,Helluva Vineyard,US,Anderson Valley
16413,Cascina del Monastero,Riund Bricco Rocca Riserva,Italy,Barolo
16414,Clos La Chance,Harman Vineyard,US,Santa Cruz Mountains
16415,Domaine Schoffit,Vieilles Vignes,France,Alsace
16416,Domenico Clerico,Pajana,Italy,Barolo
16417,Gibbs,Money Road,US,Oakville
16418,Kuyam,Cuvée Nolan Santa Barbara Highlands,US,Santa Barbara County
16419,Sparkling Pointe,Topaz Impérial Rosé,US,North Fork of Long I
16420,Summerland,Paradise Road Vineyard,US,Santa Ynez Valley
16421,Tuck Beckstoffer,Melée,US,California
16422,Albino Rocca,Ovello Vigna Loreto,Italy,Barbaresco
16423,Ampelos,Delta The Difference,US,Sta. Rita Hills
